nodes,roots,leaves,edges,mean_predecessors,max_predecessors,min_predecessors,mean_successors,max_successors,min_successors,mean_edges,max_edges,min_edges,n_query_vars,n_query_evidence,experiment,runtime,exception
33,4,13,47,1.4242424242424243,2,0,1.4242424242424243,6,0,2.8484848484848486,6,1,3,19,map_minfill,4.5193665,
43,11,11,57,1.3255813953488371,2,0,1.3255813953488371,5,0,2.6511627906976742,5,0,4,22,map_minfill,7.485166900000001,
41,5,14,59,1.4390243902439024,2,0,1.4390243902439024,6,0,2.8780487804878048,6,1,4,23,map_minfill,3.7871219,
33,8,11,41,1.2424242424242424,2,0,1.2424242424242424,6,0,2.484848484848485,6,1,2,19,map_minfill,0.3141172999999999,
44,9,15,60,1.3636363636363635,2,0,1.3636363636363635,5,0,2.727272727272727,5,1,4,27,map_minfill,33.697302300000004,
34,9,13,44,1.2941176470588236,2,0,1.2941176470588236,7,0,2.588235294117647,7,1,3,18,map_minfill,0.8379317999999998,
42,12,15,54,1.2857142857142858,2,0,1.2857142857142858,6,0,2.571428571428572,6,1,4,24,map_minfill,1.9746033999999997,
40,6,15,59,1.475,2,0,1.475,7,0,2.95,7,1,4,24,map_minfill,27.9874576,
36,6,9,51,1.4166666666666667,2,0,1.4166666666666667,6,0,2.833333333333333,6,0,4,15,map_minfill,86.4594225,
29,3,10,42,1.4482758620689655,2,0,1.4482758620689655,6,0,2.896551724137931,6,1,3,15,map_minfill,1.3259448000000005,
